203_A|ITS2_350bp_U001_U001|consensus_cl_id_18_total_supporting_reads_177	gi|2496714188|gb|OQ871870.1|	98.653	297	1	2	86	379	197	493	7.69e-144	523	3042644	Ophiocordyceps cf. nutans isolate RLC_803_iNat_84631688 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
203_A|ITS2_350bp_U001_U001|consensus_cl_id_18_total_supporting_reads_177	gi|1046610935|gb|KX197243.1|	85.139	323	34	9	86	400	199	515	3.89e-82	318	1881843	Ophiocordyceps neonutans voucher KEL138 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
203_A|ITS2_350bp_U001_U001|consensus_cl_id_18_total_supporting_reads_177	gi|1046610933|gb|KX197241.1|	85.139	323	34	9	86	400	198	514	3.89e-82	318	1881843	Ophiocordyceps neonutans voucher KEL114 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
203_A|ITS2_350bp_U001_U001|consensus_cl_id_18_total_supporting_reads_177	gi|1046610934|gb|KX197242.1|	85.139	323	34	9	86	400	199	515	3.89e-82	318	1881843	Ophiocordyceps neonutans voucher FMF88 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
203_A|ITS2_350bp_U001_U001|consensus_cl_id_18_total_supporting_reads_177	gi|1046610932|gb|KX197240.1|	94.330	194	10	1	86	279	200	392	1.82e-75	296	1881843	Ophiocordyceps neonutans voucher KEL110 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
203_A|ITS2_350bp_U001_U001|consensus_cl_id_19456_total_supporting_reads_124	gi|1917449357|gb|MW133928.1|	100.000	310	0	0	1	310	178	487	5.61e-159	573	1634499	Mariannaea humicola strain GZCC19-0413 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
203_A|ITS2_350bp_U001_U001|consensus_cl_id_19456_total_supporting_reads_124	gi|1940123363|gb|MW340821.1|	100.000	310	0	0	1	310	205	514	5.61e-159	573	1756104	Clonostachys sp. isolate A8I internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
203_A|ITS2_350bp_U001_U001|consensus_cl_id_19456_total_supporting_reads_124	gi|1755864331|gb|MN535287.1|	100.000	310	0	0	1	310	231	540	5.61e-159	573	1634499	Mariannaea humicola isolate MA-25 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
203_A|ITS2_350bp_U001_U001|consensus_cl_id_19456_total_supporting_reads_124	gi|2365377844|gb|OP919499.1|	100.000	310	0	0	1	310	171	480	5.61e-159	573	1634499	Mariannaea humicola strain DUCC21466 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
203_A|ITS2_350bp_U001_U001|consensus_cl_id_19456_total_supporting_reads_124	gi|2679899379|gb|PP385639.1|	100.000	310	0	0	1	310	201	510	5.61e-159	573	1634499	Mariannaea humicola strain ZJ11A03 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
