203_A|Uniq1;size=222	gi|109628458|gb|DQ522331.1|	99.187	246	2	0	1	246	350	595	1.18e-121	444	386286	Cordyceps melolonthae strain OSC 110993 translation elongation factor 1-alpha (EF1-alpha) gene, partial cds
203_A|Uniq2;size=193	gi|109628458|gb|DQ522331.1|	98.780	246	3	0	1	246	350	595	5.47e-120	438	386286	Cordyceps melolonthae strain OSC 110993 translation elongation factor 1-alpha (EF1-alpha) gene, partial cds
204_B|Uniq1;size=2191	gi|1325793199|emb|LT971394.1|	92.276	246	19	0	1	246	305	550	2.64e-93	350	2052686	Chaetomiaceae sp. AN-2017 partial tef1a gene for translation elongation factor 1 alpha, strain CCF:5688
204_B|Uniq2;size=1832	gi|1325793199|emb|LT971394.1|	91.870	246	20	0	1	246	305	550	1.23e-91	344	2052686	Chaetomiaceae sp. AN-2017 partial tef1a gene for translation elongation factor 1 alpha, strain CCF:5688
205_A|Uniq1;size=5300	gi|109628461|gb|DQ522333.1|	99.593	246	1	0	1	246	350	595	2.53e-123	449	87751	Cordyceps nutans strain OSC 110994 translation elongation factor 1-alpha (EF1-alpha) gene, partial cds
205_A|Uniq2;size=4325	gi|109628461|gb|DQ522333.1|	100.000	246	0	0	1	246	350	595	5.43e-125	455	87751	Cordyceps nutans strain OSC 110994 translation elongation factor 1-alpha (EF1-alpha) gene, partial cds
206_A|Uniq1;size=3	gi|2442402305|gb|OQ186384.1|	99.593	246	1	0	1	246	305	550	2.53e-123	449	87751	Ophiocordyceps nutans voucher HKAS:102461 translation elongation factor 1-alpha (tef1a) gene, partial cds
206_A|Uniq2;size=1	gi|2442402305|gb|OQ186384.1|	99.187	246	2	0	1	246	305	550	1.18e-121	444	87751	Ophiocordyceps nutans voucher HKAS:102461 translation elongation factor 1-alpha (tef1a) gene, partial cds
203_A|Uniq1;size=16600	gi|106073457|gb|DQ522548.1|	99.275	276	2	0	1	276	89	364	2.82e-138	499	386286	Cordyceps melolonthae strain OSC 110993 small subunit ribosomal RNA gene, partial sequence
203_A|Uniq2;size=8420	gi|106073457|gb|DQ522548.1|	99.273	275	2	0	1	275	89	363	1.01e-137	497	386286	Cordyceps melolonthae strain OSC 110993 small subunit ribosomal RNA gene, partial sequence
204_B|Uniq1;size=9510	gi|112789574|gb|DQ838794.1|	98.909	275	3	0	1	275	174	448	4.71e-136	492	218628	Cordyceps oxycephala 18S ribosomal RNA gene, partial sequence
204_B|Uniq2;size=4928	gi|112789574|gb|DQ838794.1|	98.913	276	3	0	1	276	174	449	1.31e-136	494	218628	Cordyceps oxycephala 18S ribosomal RNA gene, partial sequence
205_A|Uniq1;size=11451	gi|106073458|gb|DQ522549.1|	100.000	275	0	0	1	275	100	374	4.68e-141	508	87751	Cordyceps nutans strain OSC 110994 small subunit ribosomal RNA gene, partial sequence
205_A|Uniq2;size=5826	gi|106073458|gb|DQ522549.1|	100.000	276	0	0	1	276	100	375	1.30e-141	510	87751	Cordyceps nutans strain OSC 110994 small subunit ribosomal RNA gene, partial sequence
206_A|Uniq1;size=2823	gi|1556235136|gb|MK393839.1|	100.000	275	0	0	1	275	86	360	4.68e-141	508	1912256	Ophiocordyceps sp. isolate Gh33A small subunit ribosomal RNA gene, partial sequence
206_A|Uniq2;size=1432	gi|1556235136|gb|MK393839.1|	100.000	276	0	0	1	276	86	361	1.30e-141	510	1912256	Ophiocordyceps sp. isolate Gh33A small subunit ribosomal RNA gene, partial sequence
203_A|Uniq10;size=1	gi|1473260315|gb|MH873259.1|	99.631	271	1	0	20	290	326	596	3.84e-137	496	1770196	Neoascochyta graminicola culture CBS:447.82 strain CBS 447.82 large subunit ribosomal RNA gene, partial sequence
203_A|Uniq11;size=1	gi|380865791|gb|JQ267441.1|	98.537	205	3	0	1	205	325	529	2.92e-97	363	175245	Uncultured fungus clone 241FMB5 large subunit ribosomal RNA gene, partial sequence
205_A|Uniq1;size=40	gi|103485480|gb|DQ518763.1|	99.628	269	1	0	20	288	320	588	4.91e-136	492	87751	Cordyceps nutans strain OSC 110994 large subunit ribosomal RNA gene, partial sequence
205_A|Uniq2;size=19	gi|103485480|gb|DQ518763.1|	99.628	269	1	0	20	288	320	588	4.91e-136	492	87751	Cordyceps nutans strain OSC 110994 large subunit ribosomal RNA gene, partial sequence
206_A|Uniq1;size=30	gi|2599447048|gb|OR727508.1|	98.929	280	3	0	1	280	333	612	7.90e-139	501	3083226	Ophiocordyceps sp. YY-2023c voucher HAKS 131087 large subunit ribosomal RNA gene, partial sequence
206_A|Uniq2;size=27	gi|2599447048|gb|OR727508.1|	98.571	280	3	1	1	280	333	611	1.32e-136	494	3083226	Ophiocordyceps sp. YY-2023c voucher HAKS 131087 large subunit ribosomal RNA gene, partial sequence
203_A|Uniq1;size=2355	gi|1005260063|emb|HG936939.1|	100.000	303	0	0	1	303	237	539	1.40e-156	560	526456	Uncultured Didymella genomic DNA containing 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2 and 28S rRNA gene, clone 09J70C46 (MOTU112)
203_A|Uniq2;size=1254	gi|1594472632|gb|MK646042.1|	100.000	364	0	0	1	364	204	567	0.0	673	1853554	Rhodotorula sp. strain CDCF2848 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
204_B|Uniq1;size=16989	gi|1046610933|gb|KX197241.1|	99.327	297	2	0	1	297	218	514	6.43e-150	538	1881843	Ophiocordyceps neonutans voucher KEL114 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
204_B|Uniq2;size=2963	gi|1046610933|gb|KX197241.1|	98.653	297	3	1	1	296	218	514	4.99e-146	525	1881843	Ophiocordyceps neonutans voucher KEL114 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
206_A|Uniq1;size=1380	gi|1562683378|gb|MK453047.1|	97.049	305	2	4	1	302	195	495	1.85e-140	507	87751	Ophiocordyceps nutans voucher MHHNU 30295 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
206_A|Uniq2;size=55	gi|1696817621|gb|MN124083.1|	100.000	219	0	0	4	222	144	362	4.89e-110	405	4952	Yarrowia lipolytica isolate 18MWF15.1 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
